MODELYEAR,MAKE,ENGINESIZE,CYLINDERS,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,HYUNDAI,5,8,15.7,10.2,13.2,304
2014,HYUNDAI,3.8,6,13,8.7,11.1,255
2014,HYUNDAI,3.3,6,13,9.1,11.2,258
2014,HYUNDAI,3.3,6,13.3,9.5,11.6,267
2014,HYUNDAI,2.4,4,11.6,8.7,10.3,237
2014,HYUNDAI,2,4,12.9,9.7,11.5,264
2014,HYUNDAI,2.4,4,12.5,9.4,11.1,255
2014,HYUNDAI,2,4,11.4,7.5,9.6,221
2014,HYUNDAI,2.4,4,9.8,7,8.5,196
2014,HYUNDAI,2.4,4,6.5,5.9,6.2,143
2014,HYUNDAI,2.4,4,6.6,5.9,6.3,145
2014,HYUNDAI,2,4,10.2,8.2,9.3,214
2014,HYUNDAI,2,4,11.4,8.6,10.1,232
2014,HYUNDAI,2.4,4,11.3,8.3,10,230
2014,HYUNDAI,2,4,11.4,9.3,10.5,242
2014,HYUNDAI,2.4,4,11.6,9.3,10.6,244
2014,HYUNDAI,1.6,4,8.6,6.6,7.7,177
2014,HYUNDAI,1.6,4,9.1,6.7,8,184
2014,HYUNDAI,1.6,4,9.9,7.5,8.8,202
2014,HYUNDAI,1.6,4,9.7,7.1,8.5,196
2014,INFINITI,3.7,6,12,8,10.2,235
2014,INFINITI,3.7,6,12.6,8.7,10.8,248
2014,INFINITI,3.5,6,8.2,6.7,7.5,172
2014,INFINITI,3.5,6,8.7,7.5,8.2,189
2014,INFINITI,3.7,6,13.3,9.4,11.5,265
2014,INFINITI,3.7,6,13.6,9.3,11.7,269
2014,INFINITI,3.7,6,14.3,9.8,12.3,283
2014,INFINITI,3.7,6,12.9,8.9,11.1,255
2014,INFINITI,3.7,6,13.5,9.3,11.6,267
2014,INFINITI,3.7,6,12.8,8.9,11,253
2014,INFINITI,5.6,8,14.5,9.5,12.3,283
2014,INFINITI,3.7,6,13.2,9.6,11.6,267
2014,INFINITI,5.6,8,15,10.2,12.8,294
2014,INFINITI,3.5,6,8,7,7.6,175
2014,INFINITI,3.7,6,13.6,9.6,11.8,271
2014,INFINITI,3.5,6,11.9,9,10.6,244
2014,INFINITI,3.5,6,12.3,9.3,11,253
2014,INFINITI,2.5,4,8.8,8.2,8.5,196
2014,INFINITI,3.7,6,14.5,10.7,12.8,294
2014,INFINITI,5,8,16.6,11.9,14.5,334
2014,INFINITI,5.6,8,17.4,12.1,15,345
2014,JAGUAR,3,6,11.8,8.4,10.3,237
2014,JAGUAR,3,6,12.2,8.7,10.6,244
2014,JAGUAR,5,8,15,10.2,12.8,294
2014,JAGUAR,2,4,12.3,8.2,10.5,242
2014,JAGUAR,3,6,14.7,9.1,12.2,281
2014,JAGUAR,5,8,15.7,10.3,13.3,306
2014,JAGUAR,5,8,21.3,14.1,18.1,290
2014,JAGUAR,5,8,15.7,10.3,13.3,306
2014,JAGUAR,3,6,14.6,9.6,12.4,285
2014,JAGUAR,5,8,15.8,10.2,13.3,306
2014,JAGUAR,5,8,20.6,13.6,17.5,280
2014,JAGUAR,3,6,14.7,9.6,12.4,285
2014,JAGUAR,5,8,15.8,10.2,13.3,306
2014,JAGUAR,5,8,20.6,13.6,17.5,280
2014,JAGUAR,5,8,15.8,10.2,13.3,306
2014,JAGUAR,5,8,15.8,10.2,13.3,306
2014,JAGUAR,5,8,15.1,10.6,13.1,301
2014,JAGUAR,5,8,14.8,9.9,12.6,290
2014,JAGUAR,5,8,15.9,10.9,13.7,315
2014,JAGUAR,5,8,15.6,10.9,13.5,310
2014,JAGUAR,5,8,15.9,10.9,13.7,315
2014,JAGUAR,5,8,15.6,10.9,13.5,310
2014,JEEP,2.4,4,10.9,7.7,9.5,218
2014,JEEP,3.2,6,12.3,8.3,10.5,242
2014,JEEP,2.4,4,11.3,8.3,10,230
2014,JEEP,3.2,6,12.5,8.8,10.8,248
2014,JEEP,2.4,4,11.4,8.6,10.1,232
2014,JEEP,3.2,6,12.5,9.1,11,253
2014,JEEP,2.4,4,12.1,9.4,10.9,251
2014,JEEP,3.2,6,13.4,9.5,11.6,267
2014,JEEP,2,4,11.1,8.3,9.8,225
2014,JEEP,2,4,10.2,7.8,9.1,209
2014,JEEP,2.4,4,11.1,8.3,9.8,225
2014,JEEP,2.4,4,10.3,8.3,9.4,216
2014,JEEP,2.4,4,11.4,8.7,10.2,235
2014,JEEP,2.4,4,10.3,8.4,9.4,216
2014,JEEP,2.4,4,11.7,10.3,11.1,255
2014,JEEP,5.7,8,17.3,11.7,14.8,340
2014,JEEP,3,6,11.2,8.4,9.9,267
2014,JEEP,3.6,6,13.9,9.8,12.1,278
2014,JEEP,3.6,6,17.7,13,15.6,250
2014,JEEP,6.4,8,18.5,12.6,15.8,363
2014,JEEP,2,4,11.1,8.3,9.8,225
2014,JEEP,2,4,10.2,7.8,9.1,209
2014,JEEP,2.4,4,11.1,8.3,9.8,225
2014,JEEP,2.4,4,10.3,8.3,9.4,216
2014,JEEP,2.4,4,11.4,8.7,10.2,235
2014,JEEP,2.4,4,10.3,8.4,9.4,216
2014,JEEP,2.4,4,11.7,10.3,11.1,255
2014,JEEP,3.6,6,14.1,11.1,12.8,294
2014,JEEP,3.6,6,14.2,11,12.8,294
2014,JEEP,3.6,6,14.8,11.7,13.4,308
2014,JEEP,3.6,6,15,11.4,13.4,308
2014,KIA,3.3,6,12.7,8.8,10.9,251
2014,KIA,1.8,4,9.6,6.6,8.3,191
2014,KIA,1.8,4,9.3,6.4,8,184
2014,KIA,2,4,9.8,6.6,8.4,193
2014,KIA,2,4,9.7,6.8,8.4,193
2014,KIA,1.6,4,11.1,8,9.7,223
2014,KIA,1.6,4,11.1,8.2,9.8,225
2014,KIA,2,4,9.7,6.8,8.4,193
2014,KIA,2,4,9.8,7,8.5,196
2014,KIA,1.6,4,10.6,7.9,9.4,216
2014,KIA,1.6,4,10.8,8.1,9.6,221
2014,KIA,2,4,9.6,7,8.4,193
2014,KIA,2,4,9.8,7.2,8.6,198
2014,KIA,2,4,11.7,7.6,9.9,228
2014,KIA,2.4,4,10.2,6.8,8.7,200
2014,KIA,1.6,4,8.7,6.3,7.6,175
2014,KIA,1.6,4,8.7,6.4,7.7,177
2014,KIA,1.6,4,8.5,6.4,7.6,175
2014,KIA,2,4,10.5,7.5,9.2,212
2014,KIA,2,4,10.8,7.4,9.3,214
2014,KIA,3.5,6,13.7,9.9,12,276
2014,KIA,2.4,4,11.8,8.5,10.3,237
2014,KIA,3.3,6,12.9,9.5,11.4,262
2014,KIA,2.4,4,12.3,9.3,11,253
2014,KIA,3.3,6,13.4,9.9,11.8,271
2014,KIA,1.6,4,9.8,7.9,8.9,205
2014,KIA,1.6,4,9.9,7.8,9,207
2014,KIA,2,4,10.1,7.8,9.1,209
2014,KIA,2,4,9.7,7.8,8.8,202
2014,KIA,2.4,4,11.4,8.3,10,230
2014,KIA,2.4,4,12.9,9.3,11.3,260
2014,KIA,2,4,12.7,9.7,11.4,262
2014,KIA,2.4,4,12,9.1,10.7,246
2014,LAMBORGHINI,6.5,12,22.8,12.9,18.3,421
2014,LAMBORGHINI,5.2,10,18,12.8,15.7,361
2014,LAMBORGHINI,5.2,10,20.6,13.5,17.4,400
2014,LAND ROVER,2,4,13.5,9.9,11.9,274
2014,LAND ROVER,3,6,16.3,12.4,14.5,334
2014,LAND ROVER,2,4,11.3,7.9,9.8,225
2014,LAND ROVER,2,4,11.3,7.9,9.8,225
2014,LAND ROVER,5,8,18,12.2,15.4,354
2014,LAND ROVER,5,8,17.2,12.5,15.1,347
2014,LAND ROVER,5,8,25,16.9,21.4,342
2014,LAND ROVER,3,6,14.2,10.2,12.4,285
2014,LAND ROVER,3,6,14.2,10.2,12.4,285
2014,LAND ROVER,3,6,19.4,14.9,17.4,278
2014,LAND ROVER,5,8,17.3,12.2,15,345
2014,LAND ROVER,5,8,16.6,12.3,14.7,338
2014,LAND ROVER,5,8,24,16.6,20.7,331
2014,LAND ROVER,3,6,14.1,10.1,12.3,283
2014,LAND ROVER,3,6,14.1,10.1,12.3,283
2014,LAND ROVER,3,6,19.4,14.8,17.3,277
2014,LAND ROVER,5,8,18,12.2,15.4,354
2014,LAND ROVER,5,8,17.2,12.5,15.1,347
2014,LAND ROVER,5,8,25,16.9,21.4,342
2014,LEXUS,1.8,4,5.5,5.8,5.6,129
2014,LEXUS,2.5,4,5.8,6.2,6,138
2014,LEXUS,3.5,6,11.3,7.6,9.6,221
2014,LEXUS,3.5,6,12.1,8.3,10.4,239
2014,LEXUS,3.5,6,12.5,9.1,11,253
2014,LEXUS,3.5,6,7.7,7.4,7.6,175
2014,LEXUS,4.6,8,15.7,11.8,13.9,320
2014,LEXUS,2.5,6,11.2,7.8,9.7,223
2014,LEXUS,2.5,6,11.8,8.7,10.4,239
2014,LEXUS,2.5,6,11.2,7.8,9.7,223
2014,LEXUS,3.5,6,12.2,8.7,10.6,244
2014,LEXUS,3.5,6,12.5,9.1,11,253
2014,LEXUS,3.5,6,12.1,8.7,10.6,244
2014,LEXUS,5,8,14.6,10.1,12.6,290
2014,LEXUS,4.6,8,14.5,9.6,12.3,283
2014,LEXUS,4.6,8,15.1,10.3,12.9,297
2014,LEXUS,4.6,8,15.1,10.3,12.9,297
2014,LEXUS,5,8,12,10.7,11.4,262
2014,LEXUS,5.7,8,18.8,13.6,16.5,380
2014,LEXUS,3.5,6,13.3,9.8,11.7,269
2014,LEXUS,3.5,6,12.7,9.1,11.1,255
2014,LEXUS,3.5,6,7.9,8.6,8.2,189
2014,LINCOLN,3.5,6,13.7,9.4,11.8,271
2014,LINCOLN,3.7,6,13.1,9,11.3,260
2014,LINCOLN,3.5,6,14.8,10.4,12.8,294
2014,LINCOLN,2,4,11.5,8.5,10.2,235
2014,LINCOLN,3.7,6,14,9.9,12.2,281
2014,LINCOLN,3.7,6,13.7,10.4,12.2,281
2014,LINCOLN,2,4,10.5,7.1,9,207
2014,LINCOLN,3.7,6,13.1,9.3,11.4,262
2014,LINCOLN,2,4,6.2,6.4,6.3,145
2014,LINCOLN,5.4,8,18.2,13.3,16,368
2014,LINCOLN,5.4,8,24.5,18,21.6,346
2014,MASERATI,3,6,15.2,9.6,12.7,292
2014,MASERATI,3,6,15.2,9.6,12.7,292
2014,MASERATI,4.7,8,18.2,11.4,15.1,347
2014,MASERATI,4.7,8,18.2,11.7,15.3,352
2014,MASERATI,3.8,8,17.6,10.7,14.5,334
2014,MASERATI,3,6,15.9,9.7,13.1,301
2014,MAZDA,2,4,8.9,7.3,8.2,189
2014,MAZDA,2,4,9,6.8,8,184
2014,MAZDA,2.5,4,9.6,7.4,8.6,198
2014,MAZDA,2,4,9.3,7.6,8.5,196
2014,MAZDA,2.5,4,9.8,7.9,8.9,205
2014,MAZDA,3.7,6,14.2,10,12.3,283
2014,MAZDA,3.7,6,14.3,10.6,12.6,290
2014,MAZDA,1.5,4,8.4,6.9,7.7,177
2014,MAZDA,1.5,4,8,6.7,7.4,170
2014,MAZDA,2,4,7.9,5.7,6.9,159
2014,MAZDA,2,4,8,5.8,7,161
2014,MAZDA,2.5,4,8.4,6.1,7.4,170
2014,MAZDA,2.5,4,8.3,6.1,7.3,168
2014,MAZDA,2,4,8,5.8,7,161
2014,MAZDA,2,4,8,5.9,7.1,163
2014,MAZDA,2,4,8.2,5.9,7.2,166
2014,MAZDA,2.5,4,8.7,6.5,7.7,177
2014,MAZDA,2.5,4,8.2,6.1,7.3,168
2014,MAZDA,2,4,8.2,5.9,7.2,166
2014,MAZDA,2.5,4,10.8,8.4,9.7,223
2014,MAZDA,2.5,4,11.1,8.3,9.8,225
2014,MAZDA,2.5,4,8.8,6.2,7.6,175
2014,MAZDA,2.5,4,9.4,6.4,8.1,186
2014,MAZDA,2.5,4,8.4,5.9,7.3,168
2014,MAZDA,2,4,11.5,8.5,10.2,235
2014,MAZDA,2,4,10.5,8.5,9.6,221
2014,MAZDA,2,4,11.1,8.4,9.9,228
2014,MERCEDES-BENZ,2,4,9.2,6.6,8,184
2014,MERCEDES-BENZ,1.8,4,10.9,7.5,9.4,216
2014,MERCEDES-BENZ,1.8,4,11,7.4,9.4,216
2014,MERCEDES-BENZ,3.5,6,12.2,8.5,10.5,242
2014,MERCEDES-BENZ,3.5,6,16.4,11.1,14,224
2014,MERCEDES-BENZ,3.5,6,12,8.6,10.5,242
2014,MERCEDES-BENZ,3.5,6,11.9,8.6,10.4,239
2014,MERCEDES-BENZ,3.5,6,12.1,8.7,10.6,244
2014,MERCEDES-BENZ,3.5,6,12.1,8.6,10.5,242
2014,MERCEDES-BENZ,6.2,8,17.7,11.9,15.1,347
2014,MERCEDES-BENZ,6.2,8,17.9,12.2,15.3,352
2014,MERCEDES-BENZ,4.7,8,15.4,10.4,13.2,304
2014,MERCEDES-BENZ,5.5,8,15.4,11,13.4,308
2014,MERCEDES-BENZ,2,4,9.1,6.2,7.8,179
2014,MERCEDES-BENZ,2,4,10.3,7.8,9.2,212
2014,MERCEDES-BENZ,4.7,8,13.3,9.4,11.5,264
2014,MERCEDES-BENZ,5.5,8,15.1,10.7,13.1,301
2014,MERCEDES-BENZ,5.5,8,15.1,10.7,13.1,301
2014,MERCEDES-BENZ,2.1,4,8.5,5.7,7.2,194
2014,MERCEDES-BENZ,3.5,6,11.8,8.2,10.2,235
2014,MERCEDES-BENZ,3.5,6,11.6,8.1,10,230
2014,MERCEDES-BENZ,3.5,6,11.9,8.5,10.4,239
2014,MERCEDES-BENZ,3.5,6,12.1,8.6,10.5,242
2014,MERCEDES-BENZ,3.5,6,12,8.5,10.4,239
2014,MERCEDES-BENZ,3.5,6,11.9,8.2,10.2,235
2014,MERCEDES-BENZ,3.5,6,9.6,7.9,8.8,202
2014,MERCEDES-BENZ,4.7,8,13.6,9.1,11.6,267
2014,MERCEDES-BENZ,4.7,8,13.7,9.3,11.7,269
2014,MERCEDES-BENZ,4.7,8,13.4,8.9,11.4,262
2014,MERCEDES-BENZ,5.5,8,15,10.3,12.9,297
2014,MERCEDES-BENZ,5.5,8,15.5,11,13.5,310
2014,MERCEDES-BENZ,5.5,8,15,10.3,12.9,297
2014,MERCEDES-BENZ,5.5,8,15.5,11,13.5,310
2014,MERCEDES-BENZ,5.5,8,20,15.9,18.2,419
2014,MERCEDES-BENZ,5.5,8,19.4,15.7,17.7,407
2014,MERCEDES-BENZ,3,6,13.4,10.2,12,324
2014,MERCEDES-BENZ,4.7,8,17.1,12.8,15.2,350
2014,MERCEDES-BENZ,4.7,8,17.6,13.1,15.6,359
2014,MERCEDES-BENZ,5.5,8,17.7,13.4,15.8,363
2014,MERCEDES-BENZ,2.1,4,9.6,7.1,8.5,230
2014,MERCEDES-BENZ,3.5,6,12.6,9.6,11.3,260
2014,MERCEDES-BENZ,3.5,6,13.4,10.5,12.1,278
2014,MERCEDES-BENZ,3.5,6,17.8,13.8,16,256
2014,MERCEDES-BENZ,3,6,11.8,8.5,10.3,278
2014,MERCEDES-BENZ,4.7,8,16.2,11.8,14.2,327
2014,MERCEDES-BENZ,5.5,8,17.2,13.5,15.5,356
2014,MERCEDES-BENZ,4.7,8,14.3,9.5,12.1,278
2014,MERCEDES-BENZ,4.7,8,14.2,9.4,12,276
2014,MERCEDES-BENZ,5.5,8,15.6,10.3,13.2,304
2014,MERCEDES-BENZ,4.7,8,13.4,9.6,11.7,269
2014,MERCEDES-BENZ,5.5,8,14.8,10.2,12.7,292
2014,MERCEDES-BENZ,6,8,16.7,11.2,14.2,327
2014,MERCEDES-BENZ,1.8,4,10.3,7.2,8.9,205
2014,MERCEDES-BENZ,1.8,4,10.4,7.3,9,207
2014,MERCEDES-BENZ,3.5,6,11.1,8.1,9.8,225
2014,MERCEDES-BENZ,5.5,8,12.3,8.7,10.7,246
2014,MERCEDES-BENZ,6.2,8,18.7,13.9,16.5,380
2014,MERCEDES-BENZ,6.2,8,18.2,12.6,15.7,361
2014,MERCEDES-BENZ,6.2,8,18.2,12.6,15.7,361
2014,MINI,1.6,4,8.7,6.6,7.8,179
2014,MINI,1.6,4,8.6,6.8,7.8,179
2014,MINI,1.6,4,8.7,6.6,7.8,179
2014,MINI,1.6,4,8.6,6.8,7.8,179
2014,MINI,1.6,4,9.4,7.9,8.7,200
2014,MINI,1.6,4,8.6,6.8,7.8,179
2014,MINI,1.6,4,8.5,6.6,7.6,175
2014,MINI,1.6,4,8,6.4,7.3,168
2014,MINI,1.6,4,9.4,7.9,8.7,200
2014,MINI,1.6,4,8.6,6.8,7.8,179
2014,MINI,1.6,4,8.7,6.6,7.8,179
2014,MINI,1.6,4,8.6,6.8,7.8,179
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MINI,1.6,4,10,7.8,9,207
2014,MINI,1.6,4,9.3,7.5,8.5,196
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MINI,1.6,4,10,7.8,9,207
2014,MINI,1.6,4,9.3,7.5,8.5,196
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MINI,1.6,4,10,7.8,9,207
2014,MINI,1.6,4,9.3,7.5,8.5,196
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MINI,1.6,4,10,7.8,9,207
2014,MINI,1.6,4,9.3,7.5,8.5,196
2014,MINI,1.6,4,9.3,7,8.3,191
2014,MINI,1.6,4,9.1,6.7,8,184
2014,MITSUBISHI,2,4,9.2,7,8.2,189
2014,MITSUBISHI,2,4,9.6,6.8,8.3,191
2014,MITSUBISHI,2.4,4,10.5,8.2,9.5,218
2014,MITSUBISHI,2,4,14.2,10.5,12.5,288
2014,MITSUBISHI,2,4,14,10.3,12.3,283
2014,MITSUBISHI,2,4,13.4,9.4,11.6,267
2014,MITSUBISHI,2,4,9.6,7.3,8.6,198
2014,MITSUBISHI,2,4,9.8,7.1,8.6,198
2014,MITSUBISHI,1.2,3,6.4,5.4,6,138
2014,MITSUBISHI,1.2,3,7,5.6,6.4,147
2014,MITSUBISHI,2.4,4,9.5,7.5,8.6,198
2014,MITSUBISHI,2.4,4,9.9,8.1,9.1,209
2014,MITSUBISHI,3,6,11.5,8.5,10.2,235
2014,MITSUBISHI,2,4,9.6,7.6,8.7,200
2014,MITSUBISHI,2,4,9.9,7.5,8.8,202
2014,MITSUBISHI,2,4,9.8,8,9,207
2014,NISSAN,3.7,6,12.6,9.1,11,253
2014,NISSAN,3.7,6,13.3,9.3,11.5,264
2014,NISSAN,3.7,6,13,9.5,11.4,262
2014,NISSAN,3.7,6,13.5,9.6,11.7,269
2014,NISSAN,2.5,4,8.7,6.2,7.6,175
2014,NISSAN,3.5,6,10.8,7.4,9.3,214
2014,NISSAN,5.6,8,19.1,13.4,16.5,380
2014,NISSAN,2.5,4,13.7,10.6,12.3,283
2014,NISSAN,2.5,4,12.2,10.2,11.3,260
2014,NISSAN,4,6,14.7,10.2,12.7,292
2014,NISSAN,4,6,15.7,11.2,13.7,315
2014,NISSAN,4,6,14.8,11,13.1,301
2014,NISSAN,3.8,6,14.5,10.9,12.9,297
2014,NISSAN,1.6,4,8.7,7.3,8.1,186
2014,NISSAN,1.6,4,9.5,7.6,8.6,198
2014,NISSAN,1.6,4,9.3,7.9,8.7,200
2014,NISSAN,3.5,6,12.3,9.1,10.9,251
2014,NISSAN,3.5,6,13.2,10.1,11.8,271
2014,NISSAN,2,4,10,8.5,9.3,214
2014,NISSAN,3.5,6,12,8.9,10.6,244
2014,NISSAN,3.5,6,12.3,9.3,11,253
2014,NISSAN,2.5,4,9.1,8.5,8.8,202
2014,NISSAN,3.5,6,12.5,9.5,11.1,255
2014,NISSAN,2.5,4,9.2,7.2,8.3,191
2014,NISSAN,2.5,4,9.5,7.4,8.6,198
2014,NISSAN,1.8,4,7.8,6,7,161
2014,NISSAN,1.8,4,8.7,6.6,7.8,179
2014,NISSAN,5.6,8,17.9,12.8,15.6,359
2014,NISSAN,5.6,8,19.7,14.3,17.3,398
2014,NISSAN,1.6,4,7.2,5.8,6.6,152
2014,NISSAN,1.6,4,8.6,6.5,7.7,177
2014,NISSAN,4,6,16.1,11.9,14.2,327
2014,NISSAN,4,6,15.2,11.9,13.7,315
2014,PORSCHE,3.4,6,11.6,8.3,10.1,232
2014,PORSCHE,3.4,6,12.5,8.6,10.7,246
2014,PORSCHE,3.4,6,11.8,8.5,10.3,237
2014,PORSCHE,3.4,6,12.4,8.6,10.7,246
2014,PORSCHE,3.4,6,12,8.7,10.5,242
2014,PORSCHE,3.4,6,12.6,9,11,253
2014,PORSCHE,3.8,6,12.3,8.9,10.8,248
2014,PORSCHE,3.8,6,12.8,8.9,11,253
2014,PORSCHE,3.8,6,12.7,9,11,253
2014,PORSCHE,3.8,6,12.9,9.1,11.2,258
2014,PORSCHE,3.4,6,11.6,8.3,10.1,232
2014,PORSCHE,3.4,6,12.4,8.6,10.7,246
2014,PORSCHE,3.8,6,12.1,8.7,10.6,244
2014,PORSCHE,3.8,6,12.6,8.6,10.8,248
2014,PORSCHE,3.8,6,12.4,8.7,10.7,246
2014,PORSCHE,3.8,6,12.6,8.8,10.9,251
2014,PORSCHE,3.8,6,16,11.5,14,322
2014,PORSCHE,3.8,6,13.7,9.6,11.9,274
2014,PORSCHE,3.8,6,13.7,9.6,11.9,274
2014,PORSCHE,3.8,6,13.7,9.6,11.9,274
2014,PORSCHE,3.8,6,13.7,9.6,11.9,274
2014,PORSCHE,2.7,6,10.7,7.4,9.2,212
2014,PORSCHE,2.7,6,11.5,7.9,9.9,228
2014,PORSCHE,3.4,6,11.3,7.9,9.8,225
2014,PORSCHE,3.4,6,11.9,8.6,10.4,239
2014,PORSCHE,3.6,6,13.6,10.1,12,276
2014,PORSCHE,3.6,6,15.8,10.9,13.6,313
2014,PORSCHE,3,6,12.2,8.1,10.4,281
2014,PORSCHE,4.8,8,15.9,11.4,13.9,320
2014,PORSCHE,4.8,8,15,10.6,13,299
2014,PORSCHE,3,6,11.8,9.9,10.9,251
2014,PORSCHE,4.8,8,15.9,10.9,13.7,315
2014,PORSCHE,2.7,6,10.7,7.4,9.2,212
2014,PORSCHE,2.7,6,11.5,7.9,9.9,228
2014,PORSCHE,3.4,6,11.3,7.9,9.8,225
2014,PORSCHE,3.4,6,11.9,8.6,10.4,239
2014,PORSCHE,3.6,6,12.9,8.4,10.9,251
2014,PORSCHE,3.6,6,13.1,8.7,11.1,255
2014,PORSCHE,3,6,13.4,8.8,11.3,260
2014,PORSCHE,3,6,13.7,8.9,11.5,264
2014,PORSCHE,4.8,8,15.1,9.7,12.7,292
2014,PORSCHE,3,6,13.4,8.8,11.3,260
2014,PORSCHE,4.8,8,15.3,9.7,12.8,294
2014,PORSCHE,4.8,8,15.4,9.8,12.9,297
2014,RAM,5.7,8,17.1,12,14.8,340
2014,RAM,5.7,8,15.8,10.9,13.6,313
2014,RAM,5.7,8,17.6,12.7,15.4,354
2014,RAM,5.7,8,16.3,11.5,14.1,324
2014,RAM,3,6,12.1,8.8,10.6,286
2014,RAM,3.6,6,14.6,10.1,12.6,290
2014,RAM,3.6,6,20.5,14.5,17.8,285
2014,RAM,3,6,11.6,8.4,10.2,275
2014,RAM,3.6,6,13.9,9.5,11.9,274
2014,RAM,3.6,6,19.4,13.6,16.8,269
2014,RAM,3.6,6,12.9,9.3,11.3,260
2014,RAM,3.6,6,13.3,9.1,11.4,262
2014,RAM,3.6,6,18.6,12.7,15.9,254
2014,ROLLS-ROYCE,6.6,12,19.1,12.3,16,368
2014,ROLLS-ROYCE,6.6,12,19.1,12.3,16,368
2014,ROLLS-ROYCE,6.7,12,20.7,12.8,17.1,393
2014,ROLLS-ROYCE,6.7,12,20.7,12.8,17.1,393
2014,ROLLS-ROYCE,6.7,12,20.7,12.7,17.1,393
2014,ROLLS-ROYCE,6.7,12,20.7,12.7,17.1,393
2014,ROLLS-ROYCE,6.6,12,18.7,11.8,15.6,359
2014,SCION,2,4,9.6,7,8.4,193
2014,SCION,2,4,10.9,7.8,9.5,218
2014,SCION,1.3,4,6.6,5.7,6.2,143
2014,SCION,2.5,4,10.2,7.5,9,207
2014,SCION,2.5,4,10.2,7.6,9,207
2014,SCION,2.4,4,10.9,8.6,9.9,228
2014,SCION,2.4,4,10.9,8.6,9.9,228
2014,SCION,1.8,4,8.8,7.1,8,184
2014,SCION,1.8,4,8.6,7.1,7.9,182
2014,SMART,1,3,6.9,5.7,6.4,147
2014,SMART,1,3,6.9,5.7,6.4,147
2014,SRT,8.4,10,20,13,16.9,389
2014,SRT,8.4,10,20,13,16.9,389
2014,SUBARU,2,4,9.6,7.1,8.5,196
2014,SUBARU,2,4,11,7.9,9.6,221
2014,SUBARU,2,4,10.2,8.6,9.5,218
2014,SUBARU,2.5,4,9.6,7.4,8.6,198
2014,SUBARU,2.5,4,10.9,8.3,9.7,223
2014,SUBARU,2,4,8.7,6.6,7.8,179
2014,SUBARU,2,4,9.6,7.1,8.5,196
2014,SUBARU,2.5,4,12.6,9.5,11.2,258
2014,SUBARU,2.5,4,14.2,10.4,12.5,288
2014,SUBARU,2,4,8.7,6.6,7.8,179
2014,SUBARU,2,4,9.6,7.1,8.5,196
2014,SUBARU,2.5,4,12.6,9.5,11.2,258
2014,SUBARU,2.5,4,14.2,10.4,12.5,288
2014,SUBARU,2.5,4,9.7,7.3,8.6,198
2014,SUBARU,2.5,4,11.3,8.2,9.9,228
2014,SUBARU,3.6,6,13.3,9.5,11.6,267
2014,SUBARU,2.5,4,9.9,7.8,9,207
2014,SUBARU,2.5,4,10.8,8.5,9.8,225
2014,SUBARU,3.6,6,13.4,9.7,11.7,269
2014,SUBARU,3.6,6,14.7,11.1,13.1,301
2014,SUBARU,2,4,9.5,7.2,8.5,196
2014,SUBARU,2,4,10.2,8,9.2,212
2014,SUBARU,2,4,8.1,7.2,7.7,177
2014,TOYOTA,4,6,14.3,11.1,12.9,297
2014,TOYOTA,4,6,14.3,11.1,12.9,297
2014,TOYOTA,3.5,6,11.3,7.6,9.6,221
2014,TOYOTA,2.5,4,9.5,6.6,8.2,189
2014,TOYOTA,3.5,6,11.1,7.8,9.6,221
2014,TOYOTA,2.5,4,5.5,5.9,5.7,131
2014,TOYOTA,2.5,4,5.8,6.2,6,138
2014,TOYOTA,1.8,4,8.6,6.5,7.7,177
2014,TOYOTA,1.8,4,8.1,6.3,7.3,168
2014,TOYOTA,1.8,4,8,5.9,7.1,163
2014,TOYOTA,1.8,4,8.3,6.3,7.4,170
2014,TOYOTA,1.8,4,7.7,5.6,6.8,156
2014,TOYOTA,1.8,4,7.8,5.9,6.9,159
2014,TOYOTA,1.8,4,9.4,7.5,8.5,196
2014,TOYOTA,1.8,4,8.9,7.3,8.2,189
2014,TOYOTA,4,6,14.3,11.2,12.9,297
2014,TOYOTA,4,6,15.4,12.1,13.9,320
2014,TOYOTA,2.7,4,11.7,8.6,10.3,237
2014,TOYOTA,3.5,6,12.6,9.4,11.2,258
2014,TOYOTA,3.5,6,13,9.7,11.5,264
2014,TOYOTA,3.5,6,8,8.6,8.3,191
2014,TOYOTA,3.5,6,7.9,8.6,8.2,189
2014,TOYOTA,1.8,4,4.7,4.9,4.8,110
2014,TOYOTA,1.5,4,4.6,4.9,4.7,108
2014,TOYOTA,1.8,4,5.3,5.8,5.5,126
